timestamp,log exp request recency,log request recency,gdsf,log time recency,number of observations,time recency,log bhr,exp request recency,log gdsf,exp time recency,request recency,frequency,entropy,log size,size,log exp time recency,log frequency
1422693198,6.78144474281,6.2323969262,6635.08860908,2.4456816206,1833438.7761,284.228338805,17.0790306332,205965.096814,1.4231121579,296.563489399,189298.475115,0.0138509362764,12.4886998056,9.25107139554,573034.75564,2.57446524812,7.33636530232
1422693258,6.87925888406,6.37621243556,7106.30563709,2.55758142617,1855070.27731,328.124623418,17.1637442845,219566.967361,1.29413120171,316.152330021,218684.127159,0.0140101806422,12.4476213999,9.22893774311,753958.725397,2.65678468327,7.28946681447
1422693318,6.63507092421,6.0872729955,7641.47321861,2.348100773,2010848.60689,258.80880533,17.4503286253,185960.934812,0.870818820193,266.171904777,171792.477447,0.0151822941831,12.4299588356,9.16057372276,712320.070674,2.46555628347,7.18599611728
1422693378,6.79629866187,6.21770714623,7966.6249336,2.37166495836,1935077.12565,264.450910944,17.5197616591,195674.434498,0.953290160908,281.041349439,175642.876494,0.0146058901646,12.4128134718,9.23652591,669699.295605,2.53506680383,7.21907197701
1422693438,6.66134817154,6.1695296253,7422.8613726,2.4458694514,1944980.96659,297.90989723,17.5244792199,209107.507487,1.04567501685,299.070058994,197385.53034,0.0146763922243,12.3997133441,9.28507711839,487490.118942,2.52346026218,7.1615893918
1422693498,6.64164647775,6.07885509209,7795.09491516,2.34206513026,1988306.10344,280.948787887,17.6026884141,198379.840231,0.812975838457,285.846467176,186041.266461,0.0149989533118,12.3588744271,9.20783212627,383468.738841,2.48873022118,7.11709291654
1422693558,6.90347695009,6.40957014945,6293.07545328,2.50931068193,1889251.22061,346.998611826,17.338092016,207347.914195,1.1241779124,299.940109473,230526.117972,0.0142471007156,12.3498027181,9.23113496419,446567.509258,2.62842189549,7.27441085223
1422693618,6.67879085463,6.13390924558,6570.8374811,2.38285310256,1954185.09491,318.404721553,17.3437279148,216390.998268,1.11538145646,307.598860906,212328.353687,0.0147320248005,12.3347368248,9.22955468565,476482.21204,2.51862571977,7.21079809935
1422693678,6.93268053887,6.39131434826,6823.13635071,2.49144386141,1971397.35211,327.791113624,17.6231867702,199917.032611,0.856721097266,286.598343543,218815.404138,0.014857018974,12.2887236292,9.23995393376,667288.729904,2.62790607728,7.19104732913
1422693738,7.227496018,6.66294368604,6340.1756618,2.59501798283,1845155.82955,321.160680109,17.4024108439,204070.311196,1.10178755528,292.554981879,215957.545823,0.013901051459,12.2759603085,9.2520991996,342692.670049,2.78220849042,7.3251498189
